,pokedex_number,name,german_name,japanese_name,is_generation_1,is_generation_2,is_generation_3,is_generation_4,is_generation_5,is_generation_6,is_generation_7,is_generation_8,status,species,types,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_types,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
287,235,Smeargle,Farbeagle,ドーブル (Doble),False,True,False,False,False,False,False,False,Normal,Painter Pokémon,Normal,3'11'',127.87 lbs,3,Own Tempo,Technician,Moody,250,55,20,35,20,45,75,45.0,70.0,88.0,Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,236,Tyrogue,Rabauz,バルキー (Balkie),False,True,False,False,False,False,False,False,Normal,Scuffle Pokémon,Fighting,2'04'',46.3 lbs,3,Guts,Steadfast,Vital Spirit,210,35,35,35,35,35,35,75.0,70.0,42.0,Medium Fast,Undiscovered,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
289,237,Hitmontop,Kapoera,カポエラー (Kapoerer),False,True,False,False,False,False,False,False,Normal,Handstand Pokémon,Fighting,4'07'',105.82 lbs,3,Intimidate,Technician,Steadfast,455,50,95,95,35,110,70,45.0,70.0,159.0,Medium Fast,Human-Like,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
290,238,Smoochum,Kussilla,ムチュール (Muchul),False,True,False,False,False,False,False,False,Normal,Kiss Pokémon,"Ice, Psychic",1'04'',13.23 lbs,3,Oblivious,Forewarn,Hydration,305,45,30,15,85,65,65,45.0,70.0,61.0,Medium Fast,Undiscovered,0.0,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
291,239,Elekid,Elekid,エレキッド (Elekid),False,True,False,False,False,False,False,False,Normal,Electric Pokémon,Electric,2'00'',51.81 lbs,2,Static,,Vital Spirit,360,45,63,37,65,55,95,45.0,70.0,72.0,Medium Fast,Undiscovered,75.0,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,240,Magby,Magby,ブビィ (Buby),False,True,False,False,False,False,False,False,Normal,Live Coal Pokémon,Fire,2'04'',47.18 lbs,2,Flame Body,,Vital Spirit,365,45,75,37,70,55,83,45.0,70.0,73.0,Medium Fast,Undiscovered,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
293,241,Miltank,Miltank,ミルタンク (Miltank),False,True,False,False,False,False,False,False,Normal,Milk Cow Pokémon,Normal,3'11'',166.45 lbs,3,Thick Fat,Scrappy,Sap Sipper,490,95,80,105,40,70,100,45.0,70.0,172.0,Slow,Field,0.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,242,Blissey,Heiteira,ハピナス (Happinas),False,True,False,False,False,False,False,False,Normal,Happiness Pokémon,Normal,4'11'',103.18 lbs,3,Natural Cure,Serene Grace,Healer,540,255,10,10,75,135,55,30.0,140.0,608.0,Fast,Fairy,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,243,Raikou,Raikou,ライコウ (Raikou),False,True,False,False,False,False,False,False,Sub Legendary,Thunder Pokémon,Electric,6'03'',392.42 lbs,2,Pressure,,Inner Focus,580,90,85,75,115,100,115,3.0,35.0,261.0,Slow,Undiscovered,,80.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
296,244,Entei,Entei,エンテイ (Entei),False,True,False,False,False,False,False,False,Sub Legendary,Volcano Pokémon,Fire,6'11'',436.52 lbs,2,Pressure,,Inner Focus,580,115,115,85,90,75,100,3.0,35.0,261.0,Slow,Undiscovered,,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
297,245,Suicune,Suicune,スイクン (Suicune),False,True,False,False,False,False,False,False,Sub Legendary,Aurora Pokémon,Water,6'07'',412.26 lbs,2,Pressure,,Inner Focus,580,100,75,115,90,115,85,3.0,35.0,261.0,Slow,Undiscovered,,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
298,246,Larvitar,Larvitar,ヨーギラス (Yogiras),False,True,False,False,False,False,False,False,Normal,Rock Skin Pokémon,"Rock, Ground",2'00'',158.73 lbs,2,Guts,,Sand Veil,300,50,64,50,45,50,41,45.0,35.0,60.0,Slow,Monster,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
299,247,Pupitar,Pupitar,サナギラス (Sanagiras),False,True,False,False,False,False,False,False,Normal,Hard Shell Pokémon,"Rock, Ground",3'11'',335.1 lbs,1,Shed Skin,,,410,70,84,70,65,70,51,45.0,35.0,144.0,Slow,Monster,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
300,248,Tyranitar,Despotar,バンギラス (Bangiras),False,True,False,False,False,False,False,False,Normal,Armor Pokémon,"Rock, Dark",6'07'',445.33 lbs,2,Sand Stream,,Unnerve,600,100,134,110,95,100,61,45.0,35.0,270.0,Slow,Monster,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
301,248,Mega Tyranitar,Despotar,バンギラス (Bangiras),False,True,False,False,False,False,False,False,Normal,Armor Pokémon,"Rock, Dark",8'02'',562.18 lbs,1,Sand Stream,,,700,100,164,150,95,120,71,45.0,35.0,315.0,Slow,Monster,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
302,249,Lugia,Lugia,ルギア (Lugia),False,True,False,False,False,False,False,False,Legendary,Diving Pokémon,"Psychic, Flying",17'01'',476.2 lbs,2,Pressure,,Multiscale,680,106,90,130,90,154,110,3.0,0.0,306.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
303,250,Ho-oh,Ho-Oh,ホウオウ (Houou),False,True,False,False,False,False,False,False,Legendary,Rainbow Pokémon,"Fire, Flying",12'06'',438.72 lbs,2,Pressure,,Regenerator,680,106,130,90,110,154,90,3.0,0.0,306.0,Slow,Undiscovered,,120.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
304,251,Celebi,Celebi,セレビィ (Celebi),False,True,False,False,False,False,False,False,Mythical,Time Travel Pokémon,"Psychic, Grass",2'00'',11.02 lbs,1,Natural Cure,,,600,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,Undiscovered,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
305,252,Treecko,Geckarbor,キモリ (Kimori),False,False,True,False,False,False,False,False,Normal,Wood Gecko Pokémon,Grass,1'08'',11.02 lbs,2,Overgrow,,Unburden,310,40,45,35,65,55,70,45.0,70.0,62.0,Medium Slow,"Dragon, Monster",87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
306,253,Grovyle,Reptain,ジュプトル (Juptile),False,False,True,False,False,False,False,False,Normal,Wood Gecko Pokémon,Grass,2'11'',47.62 lbs,2,Overgrow,,Unburden,405,50,65,45,85,65,95,45.0,70.0,142.0,Medium Slow,"Dragon, Monster",87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
307,254,Sceptile,Gewaldro,ジュカイン (Jukain),False,False,True,False,False,False,False,False,Normal,Forest Pokémon,Grass,5'07'',115.08 lbs,2,Overgrow,,Unburden,530,70,85,65,105,85,120,45.0,70.0,239.0,Medium Slow,"Dragon, Monster",87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
308,254,Mega Sceptile,Gewaldro,ジュカイン (Jukain),False,False,True,False,False,False,False,False,Normal,Forest Pokémon,"Grass, Dragon",6'03'',121.7 lbs,1,Lightning Rod,,,630,70,110,75,145,85,145,45.0,70.0,284.0,Medium Slow,"Dragon, Monster",87.5,20.0,1.0,1.0,0.25,0.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
309,255,Torchic,Flemmli,アチャモ (Achamo),False,False,True,False,False,False,False,False,Normal,Chick Pokémon,Fire,1'04'',5.51 lbs,2,Blaze,,Speed Boost,310,45,60,40,70,50,45,45.0,70.0,62.0,Medium Slow,Field,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
310,256,Combusken,Jungglut,ワカシャモ (Wakasyamo),False,False,True,False,False,False,False,False,Normal,Young Fowl Pokémon,"Fire, Fighting",2'11'',42.99 lbs,2,Blaze,,Speed Boost,405,60,85,60,85,60,55,45.0,70.0,142.0,Medium Slow,Field,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
311,257,Blaziken,Lohgock,バシャーモ (Bursyamo),False,False,True,False,False,False,False,False,Normal,Blaze Pokémon,"Fire, Fighting",6'03'',114.64 lbs,2,Blaze,,Speed Boost,530,80,120,70,110,70,80,45.0,70.0,239.0,Medium Slow,Field,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
312,257,Mega Blaziken,Lohgock,バシャーモ (Bursyamo),False,False,True,False,False,False,False,False,Normal,Blaze Pokémon,"Fire, Fighting",6'03'',114.64 lbs,1,Speed Boost,,,630,80,160,80,130,80,100,45.0,70.0,284.0,Medium Slow,Field,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
313,258,Mudkip,Hydropi,ミズゴロウ (Mizugorou),False,False,True,False,False,False,False,False,Normal,Mud Fish Pokémon,Water,1'04'',16.76 lbs,2,Torrent,,Damp,310,50,70,50,50,50,40,45.0,70.0,62.0,Medium Slow,"Monster, Water 1",87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
314,259,Marshtomp,Moorabbel,ヌマクロー (Numacraw),False,False,True,False,False,False,False,False,Normal,Mud Fish Pokémon,"Water, Ground",2'04'',61.73 lbs,2,Torrent,,Damp,405,70,85,70,60,70,50,45.0,70.0,142.0,Medium Slow,"Monster, Water 1",87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
315,260,Swampert,Sumpex,ラグラージ (Laglarge),False,False,True,False,False,False,False,False,Normal,Mud Fish Pokémon,"Water, Ground",4'11'',180.56 lbs,2,Torrent,,Damp,535,100,110,90,85,90,60,45.0,70.0,241.0,Medium Slow,"Monster, Water 1",87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
316,260,Mega Swampert,Sumpex,ラグラージ (Laglarge),False,False,True,False,False,False,False,False,Normal,Mud Fish Pokémon,"Water, Ground",6'03'',224.87 lbs,1,Swift Swim,,,635,100,150,110,95,110,70,45.0,70.0,286.0,Medium Slow,"Monster, Water 1",87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
317,261,Poochyena,Fiffyen,ポチエナ (Pochiena),False,False,True,False,False,False,False,False,Normal,Bite Pokémon,Dark,1'08'',29.98 lbs,3,Run Away,Quick Feet,Rattled,220,35,55,35,30,30,35,255.0,70.0,56.0,Medium Fast,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
318,262,Mightyena,Magnayen,グラエナ (Graena),False,False,True,False,False,False,False,False,Normal,Bite Pokémon,Dark,3'03'',81.57 lbs,3,Intimidate,Quick Feet,Moxie,420,70,90,70,60,60,70,127.0,70.0,147.0,Medium Fast,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
319,263,Zigzagoon,Zigzachs,ジグザグマ (Jiguzaguma),False,False,True,False,False,False,False,False,Normal,TinyRaccoon Pokémon,Normal,1'04'',38.58 lbs,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,255.0,70.0,56.0,Medium Fast,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
320,263,Galarian Zigzagoon,Zigzachs,ジグザグマ (Jiguzaguma),False,False,True,False,False,False,False,False,Normal,Tiny Raccoon Pokémon,"Dark, Normal",1'04'',38.58 lbs,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,,,,Medium Fast,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
321,264,Linoone,Geradaks,マッスグマ (Massuguma),False,False,True,False,False,False,False,False,Normal,Rushing Pokémon,Normal,1'08'',71.65 lbs,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,90.0,70.0,147.0,Medium Fast,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
322,264,Galarian Linoone,Geradaks,マッスグマ (Massuguma),False,False,True,False,False,False,False,False,Normal,Rushing Pokémon,"Dark, Normal",1'08'',71.65 lbs,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,,,,Medium Fast,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
323,265,Wurmple,Waumpel,ケムッソ (Kemusso),False,False,True,False,False,False,False,False,Normal,Worm Pokémon,Bug,1'00'',7.94 lbs,2,Shield Dust,,Run Away,195,45,45,35,20,30,20,255.0,70.0,56.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
324,266,Silcoon,Schaloko,カラサリス (Karasalis),False,False,True,False,False,False,False,False,Normal,Cocoon Pokémon,Bug,2'00'',22.05 lbs,1,Shed Skin,,,205,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
325,267,Beautifly,Papinella,アゲハント (Agehunt),False,False,True,False,False,False,False,False,Normal,Butterfly Pokémon,"Bug, Flying",3'03'',62.61 lbs,2,Swarm,,Rivalry,395,60,70,50,100,50,65,45.0,70.0,178.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
326,268,Cascoon,Panekon,マユルド (Mayuld),False,False,True,False,False,False,False,False,Normal,Cocoon Pokémon,Bug,2'04'',25.35 lbs,1,Shed Skin,,,205,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
327,269,Dustox,Pudox,ドクケイル (Dokucale),False,False,True,False,False,False,False,False,Normal,Poison Moth Pokémon,"Bug, Poison",3'11'',69.67 lbs,2,Shield Dust,,Compound Eyes,385,60,50,70,50,90,65,45.0,70.0,173.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
328,270,Lotad,Loturzel,ハスボー (Hassboh),False,False,True,False,False,False,False,False,Normal,Water Weed Pokémon,"Water, Grass",1'08'',5.73 lbs,3,Swift Swim,Rain Dish,Own Tempo,220,40,30,30,40,50,30,255.0,70.0,44.0,Medium Slow,"Grass, Water 1",50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
329,271,Lombre,Lombrero,ハスブレロ (Hasubrero),False,False,True,False,False,False,False,False,Normal,Jolly Pokémon,"Water, Grass",3'11'',71.65 lbs,3,Swift Swim,Rain Dish,Own Tempo,340,60,50,50,60,70,50,120.0,70.0,119.0,Medium Slow,"Grass, Water 1",50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
330,272,Ludicolo,Kappalores,ルンパッパ (Runpappa),False,False,True,False,False,False,False,False,Normal,Carefree Pokémon,"Water, Grass",4'11'',121.25 lbs,3,Swift Swim,Rain Dish,Own Tempo,480,80,70,70,90,100,70,45.0,70.0,216.0,Medium Slow,"Grass, Water 1",50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
331,273,Seedot,Samurzel,タネボー (Taneboh),False,False,True,False,False,False,False,False,Normal,Acorn Pokémon,Grass,1'08'',8.82 lbs,3,Chlorophyll,Early Bird,Pickpocket,220,40,40,50,30,30,30,255.0,70.0,44.0,Medium Slow,"Field, Grass",50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,274,Nuzleaf,Blanas,コノハナ (Konohana),False,False,True,False,False,False,False,False,Normal,Wily Pokémon,"Grass, Dark",3'03'',61.73 lbs,3,Chlorophyll,Early Bird,Pickpocket,340,70,70,40,60,40,60,120.0,70.0,119.0,Medium Slow,"Field, Grass",50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,275,Shiftry,Tengulist,ダーテング (Dirteng),False,False,True,False,False,False,False,False,Normal,Wicked Pokémon,"Grass, Dark",4'03'',131.4 lbs,3,Chlorophyll,Early Bird,Pickpocket,480,90,100,60,90,60,80,45.0,70.0,216.0,Medium Slow,"Field, Grass",50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
334,276,Taillow,Schwalbini,スバメ (Subame),False,False,True,False,False,False,False,False,Normal,TinySwallow Pokémon,"Normal, Flying",1'00'',5.07 lbs,2,Guts,,Scrappy,270,40,55,30,30,30,85,200.0,70.0,54.0,Medium Slow,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
335,277,Swellow,Schwalboss,オオスバメ (Ohsubame),False,False,True,False,False,False,False,False,Normal,Swallow Pokémon,"Normal, Flying",2'04'',43.65 lbs,2,Guts,,Scrappy,455,60,85,60,75,50,125,45.0,70.0,159.0,Medium Slow,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
336,278,Wingull,Wingull,キャモメ (Camome),False,False,True,False,False,False,False,False,Normal,Seagull Pokémon,"Water, Flying",2'00'',20.94 lbs,3,Keen Eye,Hydration,Rain Dish,270,40,30,30,55,30,85,190.0,70.0,54.0,Medium Fast,"Flying, Water 1",50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
337,279,Pelipper,Pelipper,ペリッパー (Pelipper),False,False,True,False,False,False,False,False,Normal,Water Bird Pokémon,"Water, Flying",3'11'',61.73 lbs,3,Keen Eye,Drizzle,Rain Dish,440,60,50,100,95,70,65,45.0,70.0,154.0,Medium Fast,"Flying, Water 1",50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
338,280,Ralts,Trasla,ラルトス (Ralts),False,False,True,False,False,False,False,False,Normal,Feeling Pokémon,"Psychic, Fairy",1'04'',14.55 lbs,3,Synchronize,Trace,Telepathy,198,28,25,25,45,35,40,235.0,35.0,40.0,Slow,"Amorphous, Human-Like",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
339,281,Kirlia,Kirlia,キルリア (Kirlia),False,False,True,False,False,False,False,False,Normal,Emotion Pokémon,"Psychic, Fairy",2'07'',44.53 lbs,3,Synchronize,Trace,Telepathy,278,38,35,35,65,55,50,120.0,35.0,97.0,Slow,"Amorphous, Human-Like",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
340,282,Gardevoir,Guardevoir,サーナイト (Sirnight),False,False,True,False,False,False,False,False,Normal,Embrace Pokémon,"Psychic, Fairy",5'03'',106.7 lbs,3,Synchronize,Trace,Telepathy,518,68,65,65,125,115,80,45.0,35.0,233.0,Slow,"Amorphous, Human-Like",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
341,282,Mega Gardevoir,Guardevoir,サーナイト (Sirnight),False,False,True,False,False,False,False,False,Normal,Embrace Pokémon,"Psychic, Fairy",5'03'',106.7 lbs,1,Pixilate,,,618,68,85,65,165,135,100,45.0,35.0,278.0,Slow,Amorphous,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
342,283,Surskit,Gehweiher,アメタマ (Ametama),False,False,True,False,False,False,False,False,Normal,Pond Skater Pokémon,"Bug, Water",1'08'',3.75 lbs,2,Swift Swim,,Rain Dish,269,40,30,32,50,52,65,200.0,70.0,54.0,Medium Fast,"Bug, Water 1",50.0,15.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
343,284,Masquerain,Maskeregen,アメモース (Amemoth),False,False,True,False,False,False,False,False,Normal,Eyeball Pokémon,"Bug, Flying",2'07'',7.94 lbs,2,Intimidate,,Unnerve,454,70,60,62,100,82,80,75.0,70.0,159.0,Medium Fast,"Bug, Water 1",50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
344,285,Shroomish,Knilz,キノココ (Kinococo),False,False,True,False,False,False,False,False,Normal,Mushroom Pokémon,Grass,1'04'',9.92 lbs,3,Effect Spore,Poison Heal,Quick Feet,295,60,40,60,40,60,35,255.0,70.0,59.0,Fluctuating,"Fairy, Grass",50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
345,286,Breloom,Kapilz,キノガッサ (Kinogassa),False,False,True,False,False,False,False,False,Normal,Mushroom Pokémon,"Grass, Fighting",3'11'',86.42 lbs,3,Effect Spore,Poison Heal,Technician,460,60,130,80,60,60,70,90.0,70.0,161.0,Fluctuating,"Fairy, Grass",50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
346,287,Slakoth,Bummelz,ナマケロ (Namakero),False,False,True,False,False,False,False,False,Normal,Slacker Pokémon,Normal,2'07'',52.91 lbs,1,Truant,,,280,60,60,60,35,35,30,255.0,70.0,56.0,Slow,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,288,Vigoroth,Muntier,ヤルキモノ (Yarukimono),False,False,True,False,False,False,False,False,Normal,Wild Monkey Pokémon,Normal,4'07'',102.51 lbs,1,Vital Spirit,,,440,80,80,80,55,55,90,120.0,70.0,154.0,Slow,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,289,Slaking,Letarking,ケッキング (Kekking),False,False,True,False,False,False,False,False,Normal,Lazy Pokémon,Normal,6'07'',287.7 lbs,1,Truant,,,670,150,160,100,95,65,100,45.0,70.0,252.0,Slow,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,290,Nincada,Nincada,ツチニン (Tutinin),False,False,True,False,False,False,False,False,Normal,Trainee Pokémon,"Bug, Ground",1'08'',12.13 lbs,2,Compound Eyes,,Run Away,266,31,45,90,30,30,40,255.0,70.0,53.0,Erratic,Bug,50.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350,291,Ninjask,Ninjask,テッカニン (Tekkanin),False,False,True,False,False,False,False,False,Normal,Ninja Pokémon,"Bug, Flying",2'07'',26.46 lbs,2,Speed Boost,,Infiltrator,456,61,90,45,50,50,160,120.0,70.0,160.0,Erratic,Bug,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
